ID,Name,NetWorth_Billions,x,y,z,vx,vy,vz,industries,connections,velocity_mode,velocity_scale,hue color value
3007,Clemens Toennies,1.022320668,0.2183016,1.9002347,0.86443835,-0.013078347017739033,-0.005391758202799608,-0.010557523457527713,Meat processing,3342/1221/3008/660,radial,0.05,1.1193657
3008,Robert Toennies,1.022320668,1.6669044,0.13795775,-1.5272406,-0.013962527761774481,0.007102116552278685,0.008135310551517642,Meat processing,3007/3342/1221/660,radial,0.05,1.1193657
3009,Philip & family Hager,1.022320668,0.18872741,0.77855796,0.8005196,0.0,0.0,0.0,Electrical products,,radial,0.05,1.2373902
3010,Daniel Hager,1.022320668,0.26550597,0.7247295,0.8356026,-0.011114182017464926,0.005255894235982947,-0.004845076869558762,Electrical products,3012/3013/3020/3014/3009,radial,0.05,1.2373902
3011,Qian Ying,1.022320668,-0.16903569,0.71030986,0.9440388,0.016321533807857398,-0.004036755735514329,-0.01316306554980462,Pig breeding,2884/141,radial,0.05,0.9504819
3012,Dorle Hager,1.022320668,0.0719846,0.915473,0.6579563,0.0033304942144107815,-0.009331553481663184,0.00874380660329063,Electrical products,3010/3013/3020/3014/3009,radial,0.05,1.2373902
3013,Evi Hager,1.022320668,0.27201307,1.0058435,0.51404047,-0.005678727627088708,-0.0075662068149534405,0.009226527135374628,Electrical products,3010/3012/3020/3014/3009,radial,0.05,1.2373902
3014,Peter Hager,1.022320668,-0.02064535,0.8402181,0.7626553,0.012546985356838838,-0.004093455960563957,0.0006640879183571951,Electrical products,3010/3012/3013/3020/3009,radial,0.05,1.2373902
3015,Randolph Lerner,1.022320668,-0.6293283,0.59213,0.021895774,0.0004118582962286869,0.013771173122797723,0.016486551146704075,finance,1406/1017/326/3017/1732,radial,0.05,1.5244248
3016,Liu Jianjun,1.022320668,0.5614579,0.47814602,0.13210678,0.019502796903984317,-0.012233154532067412,-0.0163070361852816,mining/materials,129/1050/95/1118,radial,0.05,0.8420775
3017,Norma Lerner,1.022320668,-0.5982534,0.653396,-0.13990188,-0.0012170222761221454,-0.004223251038911904,0.012243143938743485,finance,1274/3001/3015,radial,0.05,1.5244248
3018,Su Qingcan,1.022320668,1.0253007,0.3587342,-0.59964156,-0.00571325012495082,-0.00022986753161966154,0.011325614326548303,healthcare,2053/1238,radial,0.05,2.0075605
3019,Boris Nuraliev,1.022320668,0.8524338,1.6036744,0.6159732,-0.002896721552841099,-0.016430553432478935,-0.014185648741328268,software/cloud,470/2847/1015/509/2851,radial,0.05,1.5939332
3020,Isabel-Ulrike Hager,1.022320668,-0.090042286,0.5117621,1.0481042,0.0060440949893680275,0.008398208197147301,-0.00821968678515045,Electrical products,3010/3012/3013/3014/3009,radial,0.05,1.2373902
3021,Cheah Cheng Hye,1.022320668,0.79974395,0.2129066,-0.5580332,-0.02622073910977626,0.007672325001594353,0.008224156364271628,investment/finance,406/1142/1420/49/2553,radial,0.05,1.5244248
3022,Kazim Turker,1.022320668,0.5113488,0.84379506,1.4850384,0.0,0.0,0.0,energy/oil and gas,,radial,0.05,1.2296851
3023,Simona Giorgetta,1.022320668,0.6755069,1.2890748,0.95939493,-0.0018846427930903058,-0.005353951103689343,0.005817597256678626,Chemical products,3148/3147,radial,0.05,2.0454972
3024,Zhao Dongping,1.022320668,0.6434216,0.7306497,-0.54249287,0.011844607081384552,-0.005140356994875972,0.0068161778960632875,technology,3358/2147/941,radial,0.05,1.8152936
3025,J. Christopher Flowers,1.022320668,-0.94834137,0.27788806,0.051410876,0.024684859273917805,0.010115791791259378,-0.010117161526821301,investment/finance,406/1142/1420/49/2553,radial,0.05,1.5244248
3026,Nicholas Woodman,1.022320668,-0.6318059,0.58102137,-0.029859573,-0.01033318352288776,0.020558085651495164,-0.01318085701405923,GoPro,401/1546/73,radial,0.05,1.4912239
3027,William Heinecke,1.022320668,1.6525699,0.18506816,-0.7292695,0.0019957107956154892,-0.0037163196926972156,0.010418588522068986,Hotels,1411/2982,radial,0.05,0.506061
3028,Kim Hyoung-nyon,1.022320668,-0.0055038324,0.6951863,0.59610516,0.006258391751461245,-0.02466207913346464,-0.003483614982354116,Fintech,228/3348/2143/150/3347/1770,radial,0.05,1.8876406
3029,Tony Townley,1.022320668,-0.2751916,0.8332293,0.62372124,-0.010140414694309003,-0.0055582646061434135,-0.022971512615466493,food/beverages,636/1609/635/122/3386,radial,0.05,0.431557
3030,Pat Neal,1.022320668,-0.57952416,0.45338717,0.34065545,0.0035777570509067497,-0.0009224443442065891,-0.019897294257400694,Homebuilding,1963/2236/1653/639/1874/1870,radial,0.05,0.89451563
3031,Oleg Misevra,1.022320668,0.23750937,0.6565088,0.52599245,0.012867978706142728,-0.012444276683145428,-0.01958497960837286,mining/materials,113/175/1431,radial,0.05,0.8420775
3032,Shin Chang-jae,1.022320668,0.9773239,0.7590222,-0.6280558,-0.018112327988951692,0.004181267515395682,0.011093775832181428,Insurance,390/579/988/2618,radial,0.05,2.050591
3033,Gary Tharaldson,1.022320668,-1.4564183,1.0206617,-0.22126848,0.014293512367580582,-0.004567163916159405,0.0003595888234180093,Hotels,3298/1411/2982/2849/3027,radial,0.05,0.506061
3034,Farhad Ebrahimi,1.022320668,-0.68671787,0.47046804,-0.21703026,-0.02605846222029596,0.01639196527878372,0.0024232378074660263,Solar panels,108/2617/1553/37/2621,radial,0.05,1.2143617
3035,Marina Caprotti,1.022320668,0.1874719,1.0907065,1.3005737,-0.011165430560317094,-0.00593018277896932,-0.02162045037445247,retail,293/2003/3036/159/1380,radial,0.05,0.59320146
3036,Giuliana Caprotti,1.022320668,0.5590062,0.96769243,1.367126,-0.01702241001940426,-0.0018369003471542286,-0.01827952778463708,retail,293/2003/159/1380/3035,radial,0.05,0.59320146
3037,Shen Jinhua,1.022320668,1.7238419,0.55551255,-0.6017615,-0.02326896999349656,0.02133998091679163,-0.006293187249550791,e-commerce/retail,65/86/234/685/699/443,radial,0.05,0.59320146
3038,Peter Kamprad,1.022320668,0.8134523,0.38442975,-0.30775592,-0.007797149487693154,0.00044450064602166386,0.002251219172228894,furniture/retail,3040/3039,radial,0.05,0.59320146
3039,Mathias Kamprad,1.022320668,-0.8390151,0.52628666,-0.14459069,0.007755172956466718,-0.0011105298955845476,0.002164514838354885,furniture/retail,3040/3038,radial,0.05,0.59320146
3040,Jonas Kamprad,1.022320668,-0.8328465,0.43062922,0.4815097,0.006151761729178892,0.000185505789143373,-0.005308721498511904,furniture/retail,3039/3038,radial,0.05,0.59320146
3041,He Yamin & family,1.022320668,1.5052537,1.6817915,-0.1796745,0.0003216653531321608,-0.023553101194594223,-0.009995510662445934,Manufacturing,312/1890/920/533/1848/302,radial,0.05,0.6835843
3042,Emre Tezmen,1.022320668,1.3240197,0.74912596,0.15808746,-0.018276864342608588,0.0006238316823431008,-0.0072485911464803664,finance,498/414,radial,0.05,1.5244248
3043,Gao Yi & family,1.022320668,0.63360935,0.540428,-0.10422066,-0.00540810568660014,-0.02988895838859122,0.005619005834521897,healthcare/pharmaceuticals,1128/94/337/455/253/139,radial,0.05,1.4115231
3044,Daniel Dines,1.022320668,-1.8382441,0.87390244,-0.07639247,0.016490203117332194,-0.011126489543110872,-0.009157573022409365,software/cloud,470/2847/1015/509/2851,radial,0.05,1.5939332
3045,Maxim Tebar,1.022320668,-0.103385,0.43219182,0.48090327,-0.005382991902565381,-0.005826492714335777,-0.007963432755850996,ai/software,3206/1356,radial,0.05,1.2647958
3046,Madeleine Olsson Eriksson,1.022320668,0.14307347,1.0489058,1.288347,0.011987763742530218,-0.020630638645348667,-0.026192511443122547,diversified,1094/36/20/1593,radial,0.05,1.7261925
3047,J.K. Rowling,1.022320668,0.7231301,0.5137381,-0.7252848,0.0,0.0,0.0,Books,,radial,0.05,1.220076
3048,Fredrik Österberg,1.022320668,0.40914035,0.9218015,0.2985324,-0.0185530225217465,-0.002574244665356717,-0.005271829921395429,gambling/entertainment,800/3165/1154/801,radial,0.05,1.8096282
3049,Lin Zhixiong & family,1.022320668,0.9099828,0.6945237,-0.13172156,-0.024505762180895656,0.0026870938107305615,7.612191200704853e-05,healthcare/pharmaceuticals,341/329/3156/860/576,radial,0.05,1.4115231
3050,Neerja Sethi,1.022320668,0.4274831,0.1832202,-0.40286988,-0.019140315680991556,0.008607132253220455,0.007247599252589484,IT consulting,2445/2574/279/408,radial,0.05,1.9821371
3051,Alexander Mamut & family,1.022320668,0.46267405,0.8456424,-0.08878522,-0.026150768651202947,-0.010909439410167546,-0.004431029723885364,investment/finance,3021/406/1142/1420/49/2553,radial,0.05,1.5244248
3052,Sheila Johnson,1.022320668,1.1137023,0.18718803,0.6089825,-0.03785533711453739,0.010356346915734218,-0.0001591145762758532,media/entertainment,4/2203/3396/198,radial,0.05,1.8096282
3053,John Lim,1.022320668,1.4366484,-0.051713932,-0.050114363,-0.0067290452473501485,0.011265384841500747,-0.007448892161291411,real estate,2477/1111/1648,radial,0.05,1.6829958
3054,Lim Wee Chai,1.022320668,1.0021831,0.056759357,-0.05631444,0.007385616344384022,0.0029117235032122195,-0.0031073226914405403,Rubber gloves,1648,radial,0.05,0.509897
3055,Sarah Humphreys Atkins & family,1.022320668,-1.3023088,0.6584248,0.16310753,0.0011563082984115823,0.0013924987167613593,-0.0048118994055116856,Residential roofing,3056,radial,0.05,0.5753751
3056,David Humphreys & family,1.022320668,-1.2641504,0.70437753,0.0043139085,-0.0011563082984115823,-0.0013924987167613593,0.0048118994055116856,Residential roofing,3055,radial,0.05,0.5753751
3057,Kate MacMillan Reed,1.022320668,-1.5002923,1.1799574,0.7701714,-0.004410668776911854,-0.002816222322481785,-0.02139150436890585,Cargill,3061/671/751/344,radial,0.05,0.439058
3058,Sandra MacMillan,1.022320668,-1.8651528,0.5043494,0.6426927,0.0067066048176464745,0.016530921064597956,-0.012912461692881823,Cargill,3061/671/751/344,radial,0.05,0.439058
3059,Andrew MacMillan,1.022320668,-1.7769288,0.87848544,0.074600324,0.01171927466263308,0.016974378865986014,0.007714313312921733,Cargill,3061/671/751/344,radial,0.05,0.439058
3060,David MacMillan,1.022320668,-1.5386689,1.4007175,-0.022596508,-0.005024737281137716,-0.01785841223456401,0.011866368193769607,Cargill,3061/671/751/344,radial,0.05,0.439058
3061,Christopher MacMillan,1.022320668,-1.7739062,0.6996982,0.6246289,0.012764984138481423,0.009613310275029069,-0.00255745973927628,Cargill,3059/3065/3062/3060/3064/3063/3057/3058,radial,0.05,0.439058
3062,Daniel MacMillan,1.022320668,-1.6898221,1.0388517,0.119219884,0.013659311701407106,0.012815403619299774,0.01158318610367756,Cargill,3061/671/751/344,radial,0.05,0.439058
3063,John H. MacMillan IV IV,1.022320668,-1.386786,1.3768051,-0.4474925,-0.007206189128825677,-0.0083988140332924,0.019039756497076146,Cargill,3061/671/751/344,radial,0.05,0.439058
3064,Donald MacMillan,1.022320668,0.38856608,1.1500628,1.6212,-0.017881255881823006,-0.0004295770645818547,-0.012847479053438592,Cargill,3061/671/751/344,radial,0.05,0.439058
3065,Anne Pedrero,1.022320668,-0.31742904,1.460873,1.3367138,-0.016120413799034613,-0.00443504601797984,-0.01433332453272734,Cargill,3061/671/751/344,radial,0.05,0.439058
3066,Danilo Iervolino,1.022320668,1.0463414,1.4279629,1.3821824,0.0,0.0,0.0,Online universities,,radial,0.05,0.96793675
3067,Subbamma Jasti,1.022320668,0.7650278,0.2536456,0.074539006,-0.025228963909037727,-0.0028222652358849943,-0.015362975918840288,healthcare/pharmaceuticals,1128/94/337/455/139,radial,0.05,1.4115231
3068,Manny Stul,1.022320668,0.60126764,-1.8956734,-1.2688427,0.0061376142121167265,0.01707404439284321,0.0018419001070013386,Toys,230,radial,0.05,1.1704957
3069,Zhang Xin,1.022320668,1.0393403,1.0793691,0.003017664,0.0009124556780104803,-0.02486420804455203,-0.009718628809879063,real estate,114/1111/3160/186,radial,0.05,1.6829958
3070,Jean-Marc Chapus,1.022320668,-1.1901748,0.80026317,0.31014302,0.01787356745892167,-8.737712284690614e-05,-0.009893663985745189,finance,498/414/2250,radial,0.05,1.5244248
3071,Colette Kress,1.022320668,0.7209083,0.5993917,0.5594473,-0.027590915103891805,0.005571522482331219,-0.02582513213742727,semiconductors/ai/hardware,3338/3276/6/3186/260/236,radial,0.05,0.7535922
3072,Bastian Nominacher,1.022320668,-0.1014438,0.7994549,0.65895057,-0.005921897344906006,-0.0038064086506194657,-0.0036302334654494737,software/cloud,3252/3101,radial,0.05,1.5939332
3073,James Truchard,1.022320668,-0.8425709,0.9220034,0.29224485,0.010786181332694836,-0.013278775929884483,-0.013671836530866429,software/cloud,470/2847/1015/509/2851,radial,0.05,1.5939332
3074,Christian Angermayer,1.022320668,-0.7896937,0.58219266,-0.005657904,0.026315324774210988,-0.002657117317856934,-0.011088552804300173,investment/finance,3021/406/1142/1420/49/2553,radial,0.05,1.5244248
3075,Hua Shen,1.022320668,0.8827319,0.47305727,-0.95670134,-0.03766718906274233,0.010804873395435505,0.005043385987842483,semiconductors/hardware,656/50/6/454/1577/316/1042,radial,0.05,1.2610606
3076,Axel Oberwelland & family,1.022320668,0.37245792,1.1610788,0.87811285,-0.01258758381220271,-0.00662766921787245,0.010065116906850777,Candy,1309/1144/2334/1597,radial,0.05,0.37512416
3077,Saket Burman,1.022320668,1.8153586,0.7449299,0.7586879,-0.0021251546614720956,0.007602908908384266,-0.009348681731792005,Consumer goods,3179/2398/1875,radial,0.05,1.9271252
3078,Ken Kendrick,1.022320668,-0.6883164,0.56633043,-0.05163546,0.0,0.0,0.0,finance/logistics/shipping/sports/entertainment,,radial,0.05,1.5629902
3079,Donald Mackenzie,1.022320668,-2.016804,0.85885894,-0.09592122,0.016681209171961902,0.013802875771949311,0.007888343239728215,investment/finance,1655/1830/336/335/2487,radial,0.05,1.5244248
3080,Edouard Carmignac,1.022320668,0.19230893,0.55542946,0.61678827,-0.014827719309041625,-0.002921731381885445,-0.006970518058701777,Asset management,2075/1188/2109/3292/2573,radial,0.05,1.5066817
3081,Michael Gans & family,1.022320668,-0.031633303,1.1358455,0.7229589,0.007087641448277895,0.00021053536168646892,-0.0015643474637427994,ai/software,2060,radial,0.05,1.2647958
3082,Alakh Pandey,1.022320668,0.2991165,0.82363325,0.7007622,0.0028573433539305615,-0.00407936220999202,0.0012747040297100768,Edtech,3083,radial,0.05,0.84206337
3083,Prateek Boob,1.022320668,0.7663569,0.15656507,0.9092052,-0.01242820174359556,0.007050941997659507,-0.007597708414914858,Edtech,420/3082,radial,0.05,0.84206337
3084,Yang Ying & family,1.022320668,0.51321024,0.63029087,-0.44721225,0.0033578964451996206,-0.017738148143784962,0.022093236752216357,healthcare/pharmaceuticals,1128/94/455/139,radial,0.05,1.4115231
3085,Neil Kadisha,1.022320668,0.46228105,0.6297722,0.8223356,0.0,0.0,0.0,Qualcomm,,radial,0.05,0.4491858
3086,Per Franzén,1.022320668,0.5814409,1.9192641,0.5564416,0.0027820323308406017,-0.015550739157414081,-0.010240183797792677,investment/finance,3247/2075/3378/414/2573,radial,0.05,1.5244248
3087,Azman Hashim,1.022320668,0.8988845,0.0011416674,0.088243395,-0.00941373710275957,0.002241237869583542,0.0022226716791222674,finance,1274,radial,0.05,1.5244248
3088,Peter Salanki,1.022320668,-0.80261385,0.9813788,0.29302838,0.015100717547648993,-0.014015518180481436,-0.013382320018881835,Data centers,1026/1972/370/675/1024/573,radial,0.05,1.5804305
3089,Zhang Feng & family,1.022320668,1.6659274,0.76426643,-1.1403382,0.0,0.0,0.0,automotive,,radial,0.05,0.6697777
3090,Cheng Lili,1.022320668,0.6005894,0.17346191,-0.10548727,0.0,0.0,0.0,Poultry breeding,,radial,0.05,1.8800128
3091,Jeff Sprecher,1.022320668,-0.79928935,0.33233377,0.34993318,-0.0003134845473897613,0.014915177170333756,0.006272190383593351,social media,352,radial,0.05,0.8246172
3092,Thomas Sandell,1.022320668,-0.5330384,1.0078226,0.20518255,-0.021618890304451927,-0.026469103310033937,0.004029004983370717,hedge funds/finance,115/34/70/120,radial,0.05,1.5244248
3093,Wang Chou-hsiong,1.022320668,0.5842454,0.052306563,0.11687537,0.012613602809324586,0.00825686718017456,-0.020174433294505904,Footwear,184/2412/1882/741/316,radial,0.05,1.3780596
3094,Ong Leong Huat,1.022320668,2.008944,0.12027807,-0.12993437,0.0,0.0,0.0,finance/real estate/construction/materials,,radial,0.05,1.6829958
3095,Daniel Feffer,1.022320668,-1.1817402,-1.2114928,1.6521978,0.0059410934016280005,0.00853255465911048,-0.006451145364129631,Pulp and paper,3003/3153/2675/3118,radial,0.05,1.3057483
3096,Michael Rees,1.022320668,-1.1300449,1.7226167,0.2951757,-0.011784986643939645,-0.01411480920777968,0.002709607449124962,investment/finance,1923/2563/335,radial,0.05,1.5244248
3097,Sam Tarascio,1.022320668,0.8020727,-0.9961456,-0.66644496,0.009217992269300663,0.022036389863410357,-0.0005240286993049454,real estate,114/1111/1966,radial,0.05,1.6829958
3098,Jeffrey Lorberbaum,1.022320668,-1.5726962,1.3889989,0.017146721,0.015218781632447413,-0.013769017643952098,-0.001957936393109456,Flooring,367/374,radial,0.05,0.4868914
3099,Chu Te Hsiang,1.022320668,1.2576128,0.9774295,-0.74103016,0.0,0.0,0.0,Electronic connectors,,radial,0.05,1.6138747
3100,Hajime Satomi,1.022320668,1.3379112,0.68598557,-1.1047504,-0.0037944877333615564,-0.0015522256979736858,0.003102085696727287,Video games/Pachinko,3151,radial,0.05,2.0251966
3101,Martin Klenk,1.022320668,-0.18803833,0.5620569,0.9471178,-0.008774621115845167,0.004048977722089164,-0.007873294600090737,software/cloud,3252/3072/3143/2294,radial,0.05,1.5939332
3102,Michaela Herz,1.022320668,-0.04287108,0.9922158,0.4480334,0.016600428752735753,-0.008757292730365686,0.005749302288760971,Coffee,3103/711/1377/712,radial,0.05,1.2995011
3103,Christian Herz,1.022320668,0.400564,0.75608754,0.6944679,0.0026316945838780336,-0.0009061009353208186,-0.019431213350167342,Coffee,711/3102/1377/712,radial,0.05,1.2995011
3104,Ivan Müller Botelho,1.022320668,0.18382859,0.54738176,0.88658774,-0.00961722744527893,-0.0027716403463043334,-0.01271723636834867,Power Generation,356,radial,0.05,0.66113436
3105,Bhaskara Rao Bollineni,1.022320668,1.0050656,0.5952172,0.58317965,-0.011564642165627054,-0.005217369652946221,4.136945221183867e-05,healthcare,2053/1238,radial,0.05,2.0075605
3106,Richard Teets Jr,1.022320668,-0.7508008,0.9562484,0.4863937,0.030833781121566588,0.004595990313123423,-0.0027327682506862513,mining/materials,1183/1038/80/56/371,radial,0.05,0.8420775
3107,Jet Jie Li,1.022320668,0.6677264,0.22197069,-0.41284874,0.016727174895263302,0.015101870211206455,-0.009336544538739293,package delivery,1585/174/3307/724/685,radial,0.05,1.825797
3108,Elizabeth Sy,1.022320668,0.5138781,0.36312175,-0.5629848,0.0026550444660818693,-0.008871751527438118,-6.578996329565896e-05,Diversified,2653/2712,radial,0.05,0.8902763
3109,John Christodoulou,1.022320668,-0.15851742,0.953696,1.062156,0.010044176067312968,-0.014776521136087835,-0.01586245302626185,real estate,114/1111/1966,radial,0.05,1.6829958
3110,Hartati Murdaya,1.022320668,0.68212175,-0.353508,-0.3853156,0.0023705638767724615,0.023613723987158036,0.025866092219903925,Diversified,36/20,radial,0.05,0.8902763
3111,Eric Ya Shen,1.022320668,1.8668278,0.65048635,-0.80865896,-0.019830682509695823,0.006978964575185441,0.002315690227172462,ai/software/retail/luxury/fashion,260/447,radial,0.05,1.2647958
3112,Lee Ho-jin,1.022320668,-0.7584229,0.2469117,0.11983027,0.0349089425015186,-0.003668834447301737,-0.0004331830884004236,Diversified,36/20,radial,0.05,0.8902763
3113,Xu Guozhong & family,1.022320668,1.3902723,0.98493004,-0.7841834,-0.0013702773732182027,0.007526666296224339,0.004552185978800012,Motors,1528,radial,0.05,0.51385605
3114,Xiu Laigui,1.022320668,0.12945925,0.6452307,0.47519946,0.018218324899345387,-0.013273104964672973,-0.0211207951957172,healthcare/pharmaceuticals,1128/94/337/455/253/139,radial,0.05,1.4115231
3115,Pedro Grendene Bartelle,1.022320668,-1.892463,-0.6532713,0.83979,0.0164408984376162,0.01250936474910519,-0.008053186089700697,shoes,1743/1256/1153/1255/1254/551,radial,0.05,1.1618706
3116,Wu Jianbin,1.022320668,0.4466717,0.2421057,-0.3771814,-0.020306672682545972,0.006719456914755281,0.015005923353526018,auto parts,1600/2104/198/1058/599/320,radial,0.05,0.37170488
3117,Sun Huaiqing & family,1.022320668,0.80426973,0.7052719,-0.84957796,0.0010839057070356087,0.003039805919006546,0.008491097227591884,Cosmetics,2965/2480,radial,0.05,1.8370435
3118,Ruben Feffer,1.022320668,1.7903961,1.1929173,-0.5912241,-0.007455424565978904,-0.0046900360839305325,0.005225307818711987,Pulp and paper,3095/3003/3153,radial,0.05,1.3057483
3119,Xie Yi,1.022320668,0.4250714,0.20693757,-0.4092114,0.0,0.0,0.0,Thermal products,,radial,0.05,1.2646523
3120,Bruce Springsteen,1.022320668,-0.6234739,0.28307968,-0.01892285,0.012893351295817876,0.0015222945726752317,0.0008097392541271004,media/entertainment,3340/1513/2088,radial,0.05,1.8096282
3121,Phillippe Van de Vyvere,1.022320668,-0.14104202,0.9027015,1.624396,0.0,0.0,0.0,logistics/shipping,,radial,0.05,0.7081293
3122,Zhang Keqiang,1.022320668,1.4668592,0.20458132,-0.23656848,-0.010976742562887394,-0.018837929059764967,-0.008441805606166029,real estate,114/1111,radial,0.05,1.6829958
3123,Qiao Zhiyong,1.022320668,-1.5645148,1.0714945,0.0219955,0.0,0.0,0.0,energy/oil and gas,,radial,0.05,1.2296851
3124,Clelia Haji-Ioannou,1.022320668,1.5112181,0.52700144,-0.671436,-0.005964563210233073,0.0027079146623855167,0.0057501221916822385,EasyJet,2920/2783,radial,0.05,1.6677347
3125,Gerald Engström,1.022320668,0.031196978,0.6118505,0.30811387,0.0,0.0,0.0,Ventilation,,radial,0.05,1.4807312
3126,Arnold Schwarzenegger,1.022320668,-0.94467366,0.9512112,-0.19587371,-0.011870028202495189,-0.00842661439916036,-0.003971088042134216,investment/finance/media/entertainment,1541/810,radial,0.05,1.5244248
3127,Vadim Novinsky,1.022320668,0.22083254,1.2628936,0.9924847,0.0216793319156761,-0.0031478028576751704,-0.022835846763744526,mining/materials,1038/80/484/56/371,radial,0.05,0.8420775
3128,Yvonne Lo,1.022320668,0.62428576,0.49190837,-0.3884515,-0.0006554016210525344,0.003699639123026337,0.010003891096201352,social media,1548/3134,radial,0.05,0.8246172
3129,Laurence Escalante,1.022320668,1.0105535,-0.98107624,-0.028481722,0.0,0.0,0.0,gaming,,radial,0.05,1.1819259
3130,Konstantin Nikolaev,1.022320668,0.51557744,0.751027,0.15322128,-0.02804624770456165,-0.0056681699747488145,-0.0012974606350148697,ai/software/logistics/shipping,61/259/2744/3131/410,radial,0.05,1.2647958
3131,Nikita Mishin,1.022320668,-0.71876454,0.5318106,-0.14425236,0.019453729977048348,-0.00018320504090586198,0.01941650771181066,ai/software/logistics/shipping,259/2744/3130/61,radial,0.05,1.2647958
3132,Ke Guihua,1.022320668,0.42549583,0.28377602,-0.4770834,-0.018561992539676636,0.004943717334782973,0.0177116313259949,Auto parts,1600/2104/1058/198/599/320,radial,0.05,0.8197709
3133,Lia Maria Aguiar,1.022320668,-1.5182971,0.026364714,0.91633826,0.018124531917297928,0.0013269474271087182,-0.007420204905027032,finance,1274/243,radial,0.05,1.5244248
3134,Kenneth Lo,1.022320668,0.8302467,0.082717836,-0.339584,-0.0013120183265124873,0.009154629152082192,0.009580014911295174,social media,1253/2687/3134/3128,radial,0.05,0.8246172
3135,Vitaly Orlov,1.022320668,0.30369723,2.0342531,0.77100897,0.0,0.0,0.0,Fisheries,,radial,0.05,0.988289
3136,Denise Prenosil,1.022320668,-1.0147755,1.4086618,0.3121525,-0.00733375914776089,-0.009491937742335413,-0.004455272056137335,Dick's Sporting Goods,749,radial,0.05,2.00895
3137,Leyla Tara Suyabatmaz,1.022320668,0.33701032,0.29740983,0.5441311,-0.006969501794092096,0.008852646273263909,-0.006501404830161938,construction/materials,3201/1731/3309/3138,radial,0.05,0.8420775
3138,Yasemin Zeynep Keyman,1.022320668,-0.12945902,0.50791556,0.47311842,0.012742512537037873,-0.0013934348134683288,-0.0022132057579643317,construction/materials,3201/3137/1731/3309,radial,0.05,0.8420775
3139,Anne Dinning,1.022320668,-0.81262517,0.7797421,-0.024237603,-0.010321309517872142,-0.021811584482924574,0.024534630247259222,hedge funds/finance,115/34/70/120,radial,0.05,1.5244248
3140,Liu Xiucai & family,1.022320668,0.94075406,0.23648115,-0.17742768,-0.020629231895556065,0.012945408388051938,-0.001720339904301835,Chemicals,1319/123/1881/2735/1212,radial,0.05,1.6866118
3141,Jiang Long,1.022320668,1.6622988,1.4578302,-0.29588687,-0.0038430320842618624,-0.02405081536783761,-0.009648501026660065,Manufacturing,312/1890/920/533/729/302,radial,0.05,0.6835843
3142,Sanjeev Shah,1.022320668,1.0609149,0.289199,0.46662143,0.0,0.0,0.0,food/beverages,,radial,0.05,0.431557
3143,Brian Lawson,1.022320668,-0.9606775,1.1850679,0.6023946,-0.004649239506283629,-0.009956362995655185,-0.014806787334035695,investment/finance,561/3197/1178/2294,radial,0.05,1.5244248
3144,Ngo Chi Dung,1.022320668,0.71167064,0.27983093,-0.47739047,-0.008246178310475388,0.0006002357904600772,0.005497465151212494,finance,1274,radial,0.05,1.5244248
3145,Xu Zhihan,1.022320668,1.539153,0.60885453,-1.1531234,0.013360588428066469,-0.020429107909041722,0.01598078486097222,Electronics,184/194/1512/225/187,radial,0.05,0.9184684
3146,Zhu Weisong,1.022320668,1.7511538,0.7892926,-0.984856,0.0,0.0,0.0,Online games/toys,,radial,0.05,1.401098
3147,Veronica Squinzi,1.022320668,0.69251895,0.9494193,1.3063685,-0.012270963584167146,-0.00461158606630781,-0.01206491816207034,Chemical products,1171/1955/3148/1073/3023,radial,0.05,2.0454972
3148,Marco Squinzi,1.022320668,0.47674435,1.1124079,1.1734567,0.007972220312184017,0.00026305584697570983,-0.0015606452622331328,Chemical products,3023/3147,radial,0.05,2.0454972
3149,Maxim Shubarev,1.022320668,0.3915966,1.458367,0.10240388,0.005644336197382861,-0.02180182689742802,-0.007979365801383883,real estate,114/1111/1966,radial,0.05,1.6829958
3150,Alfredo Harp Helu & family,1.022320668,-0.8020688,0.372005,0.06317991,-0.012559883328735286,-0.0027732783886536237,0.0010187610444949116,finance/investment,1243/1922,radial,0.05,0.6704873
3151,Shin Dong-joo,1.022320668,0.4634641,0.32827213,-0.3898687,0.005799567249269314,-0.009973779578490508,0.0037081542859635254,ai/software/retail,872,radial,0.05,1.2647958
3152,Jacques Merceron-Vicat & family,1.022320668,0.106922135,1.390741,1.6051021,0.0010467923052342048,-0.021976150830332507,-0.02899035297453454,construction/materials,10/91,radial,0.05,0.8420775
3153,Jorge Feffer & family,1.022320668,-0.85090643,-0.751721,0.8934739,0.006296350143303599,0.008031418300397336,0.0008578640246731191,pulp and paper,3095/3003/3118,radial,0.05,1.5309557
3154,Krishna Kumar Bangur,1.022320668,1.9772329,0.15684187,0.23613279,0.0,0.0,0.0,Graphite electrodes,,radial,0.05,1.5558807
3155,Fritz Draexlmaier,1.022320668,-0.013758026,0.5528688,0.39873338,-0.006426118115502947,-0.008299895206345113,-0.02392710884930528,Auto parts,1600/2104/1058/198/599/320,radial,0.05,0.8197709
3156,Lin Zhijun,1.022320668,0.88684225,0.4281507,-0.43273178,-0.02142274543836077,0.009320049047463275,0.007871550761815727,healthcare/pharmaceuticals,341/329/3049/860/576,radial,0.05,1.4115231
