ID,Name,NetWorth,x,y,z,industries,connections,hue color value
243,Uday Kotak,10819560402,0.92396545,0.12565787,-0.052367866,finance,1193/1274,1.5244248
244,Michael Sabel,10819560402,-1.4997532,0.8324636,0.7175114,energy/oil and gas,134/71/245,1.2296851
245,Robert Pender,10819560402,-1.6160806,0.7918073,0.3580348,energy/oil and gas,134/71/244,1.2296851
246,Dan Cathy,10734367013,-0.74849105,0.7944986,0.061903443,restaurants/food,248/247,1.4758897
247,Trudy Cathy White,10734367013,-0.9591078,0.41879487,0.4635204,restaurants/food,248/246/2721,1.4758897
248,Bubba Cathy,10734367013,-1.072898,0.34874225,-0.19411153,restaurants/food,246/2721/247,1.4758897
249,Chris Larsen,10734367013,-1.4262457,0.56205094,-0.32556838,cryptocurrency/fintech,345/22/54/1745/55/1770,0.86932945
250,Riley Bechtel & family,10649173624,-0.5625684,0.27945754,-0.20808412,construction/materials,235/20/13/2689,0.8420775
251,Hasso Plattner & family,10649173624,0.889998,1.3466023,1.2170796,software/cloud,2759/1323/3167,1.5939332
252,David Steward,10563980235,-0.525625,0.27570796,-0.18383186,software/cloud,1621/1713/491/395/458,1.5939332
253,Sun Piaoyang,10563980235,0.42747647,0.6925347,-0.32088307,healthcare/pharmaceuticals,514/1843/139,1.4115231
254,Charles Schwab,10563980235,-1.190424,1.4552981,-1.2476112,finance,437/19,1.5244248
255,Pierre Omidyar,10478786846,-0.5687228,0.76219195,-1.3088355,fintech/payments,777/2203/1024,1.6809504
256,Henry Kravis,10478786846,-1.300174,1.641625,-0.023828179,investment/finance,1406/223/967/1898,1.5244248
257,Andrew Beal,10393593457,-0.9049083,1.0343715,-0.6061678,finance/real estate,1383/1653/948,1.6829958
258,Francine von Finck & family,10393593457,-0.7783624,0.44333518,0.5342094,investment/finance,406/1142/1420/2553,1.5244248
259,Alexander Gerko,10308400068,-0.56829226,0.54654545,0.35138208,Trading,61/506/2666/838/787/410,1.741549
260,Mark Stevens,10308400068,-1.1776425,1.7101343,-0.03404209,investment/finance,67/6/13,1.5244248
261,Lee Boo-jin,10308400068,0.36621362,0.33205166,-0.6038617,electronics/semiconductors/manufacturing,284/68/269,0.98371035
262,Ravi Jaipuria,10223206679,1.4410193,1.1600293,-0.009229779,food/beverages,3232,0.431557
263,Viatcheslav Kantor,10223206679,0.8234476,1.182195,0.116660446,real estate,2474/2198/2365,1.6829958
264,Qi Shi & family,10138013290,0.41422632,0.35741305,-0.21605645,finance,714/2680/1242/983,1.5244248
265,Jim Pattison,10138013290,-0.39792925,0.67845446,-0.18715198,Diversified,36/20,0.8902763
266,Douglas Leone,10138013290,-1.0243741,1.3165736,-1.1495876,investment/finance,1242,1.5244248
267,Christopher Hohn,10052819901,-0.5977608,0.9339304,0.23737279,hedge funds/finance,115/34/70/120,1.5244248
268,Sandra Ortega Mera,10052819901,-0.058446854,1.1300931,0.9662703,fashion/retail,14,0.59320146
269,Lee Seo-hyun,9967626512,0.72152394,0.27160317,-0.20926951,electronics/semiconductors/manufacturing,284/68/261,0.98371035
270,Zhu Yi,9882433123,0.81840116,0.2613884,0.051767603,healthcare/pharmaceuticals,1128/94/455/139,1.4115231
271,Finn Rausing,9882433123,-1.2765474,0.66945696,-0.16878209,Packaging,18/272/273/78,1.9427488
272,Jorn Rausing,9882433123,-1.0498455,0.89503694,-0.3011979,Packaging,18/271/273/78,1.9427488
273,Kirsten Rausing,9882433123,-0.112896785,1.2392693,0.62278396,Packaging,18/271/272/78,1.9427488
274,Ernesto Bertarelli,9882433123,0.9274626,1.13188,1.8474498,investment/finance/healthcare/pharmaceuticals,519/135/1146/2054,1.5244248
275,Francesco Gaetano Caltagirone,9882433123,0.6200079,1.2114347,1.076588,construction/materials,765/1030/766/764/763/762,0.8420775
276,Gong Hongjia & family,9882433123,1.7936332,0.45952696,-0.26170185,Video surveillance,2512/2147/669/39,0.9973721
277,Ernest Garcia III,9797239734,-1.1707565,0.96374834,-0.029334277,automotive,235/20/13,0.6697777
278,Liang Wenfeng,9797239734,0.9699164,0.2935977,-0.9750555,ai/software/hedge funds/finance,65/1025/722/317/908,1.2647958
279,Kushal Pal Singh,9712046345,-1.1027094,0.9320095,-0.24381009,real estate,466/114/1111,1.6829958
280,Valerie Mars,9712046345,-0.88338083,1.1442655,0.49529102,food/beverages,41/42/281/282/283,0.431557
281,Marijke Mars,9712046345,-1.3193039,0.48877123,-0.6570082,food/beverages,41/42/282/280/283,0.431557
282,Pamela Mars,9712046345,-1.3573375,0.7600148,-0.077875316,food/beverages,41/42/281/280/283,0.431557
283,Victoria Mars,9712046345,-0.8376751,1.1899703,0.5520807,food/beverages,41/42/281/282/280/283,0.431557
284,Hong Ra-hee,9626852956,0.45161292,0.57235014,-0.18316229,electronics/semiconductors/manufacturing,1470/68/261/269,0.98371035
285,Anthoni Salim,9626852956,0.768189,0.06445784,-0.2581147,Diversified,1395/416,0.8902763
286,Liu Yongxing,9626852956,0.38277543,0.51517504,-0.56487346,Diversified,36/20,0.8902763
287,Juan Carlos Escotet,9626852956,-0.5471883,0.7417053,-0.10192105,finance,1274,1.5244248
288,Dan Friedkin,9626852956,-1.3955156,0.47024488,0.22589245,automotive,,0.6697777
289,Charoen Sirivadhanabhakdi & family,9541659567,0.76988643,0.07762272,-0.4044158,real estate/food/beverages,,1.4758897
290,Antony Ressler,9541659567,-1.2190621,0.9727055,-0.05190432,finance,2030/217/517,1.5244248
291,Andreas Struengmann & family,9541659567,0.29544175,0.6918504,0.37753138,healthcare/pharmaceuticals,638/139/94/292/1072,1.4115231
292,Thomas Struengmann & family,9541659567,-0.08487431,0.57668483,0.59316134,healthcare/pharmaceuticals,139/291/638/94/1072,1.4115231
293,Charles Butt,9456466178,-1.3394654,0.9647896,-0.5501838,retail,2003/937/1380/1346,0.59320146
294,John Malone,9456466178,-0.92642355,0.70020115,0.43326074,Cable television,837,0.8810542
295,Gabe Newell,9371272789,-0.5875806,1.4032474,-1.1545616,Video games,848/1310/3277/2973/2235/3282,0.98756033
296,Mikhail Prokhorov,9371272789,-0.22601768,0.63254666,0.786032,investment/finance,3021/406/1142/1420/49/2553,1.5244248
297,Nadia Thiele & family,9371272789,0.019230656,0.56715405,0.82951677,investment/finance,406/934/48,1.5244248
298,Sherry Brydson,9371272789,-1.443618,1.5244288,0.06244707,Thomson Reuters,596/598/597,0.48224723
299,Johann Graf,9371272789,0.46875843,0.8466942,0.442642,gambling/entertainment,1048,1.8096282
300,Tilman Fertitta,9286079400,-1.5170455,0.56018734,0.09760648,ai/software/media/entertainment/sports,1808/1239,1.2647958
301,Rafael Del Pino,9286079400,-0.058808107,0.5229116,0.4509797,construction/materials,,0.8420775
302,Zhou Chaonan,9286079400,1.4743173,1.2780058,-0.92885745,Manufacturing,312/1890/920/533/2732/2015,0.6835843
303,Josh Harris,9286079400,-1.8101392,0.68523294,0.70781595,investment/finance,217/354,1.5244248
304,Ramzi Musallam,9200886011,-1.1403806,1.5485015,0.819909,investment/finance,1655/1830/2300/303/336/1358/335/2874,1.5244248
305,Andrei Guryev & family,9200886011,0.38593084,0.5769858,0.2783274,Fertilizers,,1.6829493
306,Vikram Lal & family,9115692622,1.4564512,1.3729241,0.70769846,Motorcycles,2310/2401/2396,0.4804278
307,Wei Jianjun & family,9115692622,1.0099156,1.6004102,-0.68269145,automotive,969/135/563,0.6697777
308,Thomas Schmidheiny,9115692622,0.89002204,1.2274988,-0.8815308,construction/materials,686/593/1643,0.8420775
309,Charlie Mills,9115692622,-0.8173153,0.7135977,-0.3237373,healthcare/pharmaceuticals,813/1158/1034/954,1.4115231
310,Carrie Perrodo & family,9115692622,-0.78707016,0.51515985,-0.06374261,energy/oil and gas,327/82/2776,1.2296851
311,Nicky Oppenheimer & family,9115692622,0.19157797,-0.5150592,1.1489866,Diamonds,,1.9461441
312,Anthony Pratt,9030499233,1.0705558,-1.6274022,-1.0325954,Manufacturing,1890/920/2769/533/2015/302,0.6835843
313,Lin Muqin & family,9030499233,1.9712826,0.7153063,-0.7226497,food/beverages,2966/486,0.431557
314,German Khan,9030499233,0.51114297,0.6751484,0.40279502,telecom/finance/energy/oil and gas,432/2788/176/3365/838,1.5244248
315,Randa Duncan Williams,8945305844,-1.9263197,1.0586126,0.39166835,Pipelines,319/321/2054/332,1.5718026
316,Tsai Ming-kai,8945305844,0.9214245,0.5934908,-0.74510425,semiconductors/hardware,852/50/454,1.2610606
317,Yi Zheng,8945305844,1.4766176,1.1360509,-0.50199735,software/cloud,470/1015/509/2851/1303,1.5939332
318,Vincent Bolloré & family,8945305844,-0.15414232,0.5403241,0.85876006,investment/finance,406/1142/2553/1420,1.5244248
319,Dannine Avara,8860112455,-1.7053305,1.224781,-0.93824816,Pipelines,445/321/315/2054/242/332,1.5718026
320,Wu Jianshu,8860112455,0.46851695,0.34899324,-0.33161056,Auto parts,1600/2104/1058/2792/599,0.8197709
321,Milane Frantz,8860112455,-1.7826279,1.0947398,-0.9113959,Pipelines,319/315/2054/242/332,1.5718026
322,Magdalena Martullo-Blocher,8860112455,0.25562754,0.7377699,0.48019904,Chemicals,123/1881/1321/474/2735,1.6866118
323,Jeffery Hildebrand,8860112455,-0.8054316,0.45032206,0.0787848,energy/oil and gas,134/71/245,1.2296851
324,Theo Mueller,8860112455,0.38061565,0.7674954,0.37231863,ai/software,2484,1.2647958
325,Michael Federmann & family,8774919066,0.12366402,1.7780503,0.81209195,Defense/hotels,,0.9057715
326,Jimmy Haslam,8774919066,-0.8260558,1.2198883,0.62643576,ai/software/retail/energy/oil and gas,681/161/515/3015,1.2647958
327,Leonid Fedun,8774919066,-0.19008222,0.58624214,0.7336091,energy/oil and gas,3239/310/3269/82/2776,1.2296851
328,Lin Bin,8774919066,0.25353914,0.65910906,-0.4256813,Smartphones,208/1601/103/1602,1.8994682
329,Li Xiting,8774919066,0.49454936,0.8929336,-0.47580826,healthcare/pharmaceuticals,341/1638/860/576,1.4115231
330,Karel Komarek,8774919066,-0.8841269,0.34223282,0.24788764,energy/oil and gas,2339,1.2296851
331,Arthur Blank,8689725677,-0.7333541,0.7889191,0.023923576,Home Depot,380/214/373,1.8057652
332,Scott Duncan,8604532288,-1.6933435,1.3059499,-0.5706179,Pipelines,319/445/321/315/2054/242,1.5718026
333,Daniel Kretinsky,8604532288,-1.4129157,0.7398658,0.9427501,investment/finance/energy/oil and gas,485,1.5244248
334,Tom Gores,8604532288,-0.97473705,1.635774,-0.979467,investment/finance,1655/1728/1830/336/335,1.5244248
335,Robert F. Smith,8519338899,-1.9488518,0.7721663,0.3795917,investment/finance,1655/1830/2300/303/336/2874/334/1358,1.5244248
336,Michael Kim,8434145510,-1.258884,1.6095521,-0.22482099,investment/finance,1655/1830/2300/303/1358/335/2874,1.5244248
337,Murali Divi & family,8434145510,0.8685343,-0.013343856,-0.015076801,healthcare/pharmaceuticals,1128/94/455/139/270,1.4115231
338,David Cheriton,8434145510,-0.7463623,0.519011,-0.1362844,internet/ai/advertising,81/710/1/2/199,0.7535922
339,Luis Carlos Sarmiento,8434145510,-0.7545995,-0.18492708,0.55816895,finance,201/1274,1.5244248
340,Harry Stine & family,8434145510,-0.05157989,0.67095387,0.94454336,Agriculture,923/3268/2388/794/2365/793,1.8773775
341,Carl Cook,8434145510,-0.703768,0.8216064,0.24202353,healthcare/pharmaceuticals,329/1096/860/576,1.4115231
342,Fernando Roberto Moreira Salles,8348952121,-0.53795695,-0.31756485,0.5968586,finance,1607/1545/807/383/806,1.5244248
343,Sulaiman Al Habib,8348952121,0.9713567,0.2914518,0.852985,Hospital group,1616/1709,1.0224514
344,Pauline MacMillan Keinath,8348952121,-1.8828285,0.8032105,0.48137605,Cargill,1586/671/1587/751/1588,0.439058
345,Brian Armstrong,8348952121,-0.7412113,1.1847757,-0.5803503,cryptocurrency/fintech,1556/22/1745/2203/55/1770/375,0.86932945
346,Dustin Moskovitz,8348952121,-1.8784654,0.7001439,-0.5469848,social media/advertising/ai,266/67/5/87,1.3075284
347,Liang Wengen,8263758732,0.53702563,0.22456154,-0.39447838,construction/materials,360/2693/2641/2644,0.8420775
348,Iskander Makhmudov,8263758732,0.44287026,0.95684165,0.956958,social media/advertising/ai/mining/materials,887/821/3188/3212/1446,1.3075284
349,Graeme Hart,8263758732,-0.38047266,-0.7990333,-1.1408249,Packaging,271/1199/272/273/1223,1.9427488
350,Zeng Fangqin,8263758732,0.9228346,0.2484719,-0.6302598,Smartphone components,,1.225168
351,Martin Lorentzon,8178565343,-0.08695468,1.6290892,1.161294,music streaming/software,399,1.2647958
352,Judy Faulkner,8178565343,-0.8098223,0.8334775,0.56067616,software/cloud/healthcare,1387/1246,1.5939332
353,Brian Chesky,8178565343,-1.611624,0.950876,-0.42557102,hospitality/platform/ai/software,266/434/260/447/386,1.0904658
354,Michael Rubin,8178565343,0.4507948,2.0586739,0.84885526,ai/software/e-commerce/retail,1187/303/2583,1.2647958
355,Georg Stumpf,8178565343,0.6416166,1.353318,0.43175957,real estate/construction/materials,1059,1.7278779
356,Micky Arison,8178565343,-0.44925377,0.36493036,0.04943815,Carnival Cruises,117/700/525,1.6760454
357,Nassef Sawiris,8093371954,0.43198484,0.18062963,0.5312851,investment/finance/construction/materials,18/78/758/1701,1.5244248
358,Morris Chang,8008178565,0.7582283,0.69862473,-0.92259616,semiconductors/hardware,1406/1589/50,1.2610606
359,Dirk Rossmann & family,8008178565,0.4476435,0.9919699,0.76851326,retail,2261/654,0.59320146
360,Anthony Bamford & family,8008178565,0.20182845,0.59298724,0.3463733,construction/materials,3235/347/2713,0.8420775
361,Law Kar Po,8008178565,1.0217525,0.8121077,-0.62011474,real estate,114/1111/1966,1.6829958
362,Roman Abramovich & family,7922985176,0.58787763,1.4185297,0.54306597,investment/finance/mining/materials,716/1678/57/691/1281/79,1.5244248
363,Zhang Xuexin & family,7922985176,1.2435622,1.1929518,-1.1542778,mining/materials,849/476/2399,0.8420775
364,Patrick Soon-Shiong,7922985176,-0.6503679,0.22400567,-0.5232513,healthcare/pharmaceuticals,2054/139/1128/94/455,1.4115231
365,Neil Bluhm,7922985176,-0.7186545,1.2840474,0.4695471,real estate,114/1111/1966,1.6829958
366,Mong-Koo Chung,7922985176,1.5561316,1.0954098,-1.0555143,automotive/ai/software,489,0.7535922
367,Blair Parry-Okeden,7922985176,-0.5612638,0.31016782,-0.1682508,automotive/media/entertainment,664/374/668/665,0.471399
368,Viktor Vekselberg,7922985176,1.0153487,1.0271169,0.82869893,social media/advertising/ai/investment/finance/mining/materials,2564/2538/865,1.3075284
369,Fredrik Lundberg,7922985176,0.34849745,1.1086156,0.8184924,investment/finance/real estate,135/1510/1651,1.5244248
370,Les Wexner & family,7922985176,-0.6431149,0.29461545,-0.014458321,ai/software/retail,1775/1024/573/3088,1.2647958
371,Viktor Rashnikov,7922985176,0.5645708,1.5916519,0.16400498,mining/materials,1183/1038/80/1403/56,0.8420775
372,George Kurtz,7922985176,-1.7261131,0.664294,-0.36802417,software/cloud,2651/420/1711,1.5939332
373,Terrence Pegula,7922985176,-0.75336766,0.2929988,0.23968369,energy/oil and gas,331/134/142,1.2296851
374,Jim Kennedy,7922985176,-0.4344751,0.5229557,-0.07401435,automotive/media/entertainment,367/664/668/665,0.471399
375,Tobi Lutke,7922985176,-1.4071097,1.1729149,-0.08005406,e-commerce/retail,345/2504/1556/2503/2203,0.59320146
376,Maria Asuncion Aramburuzabala & family,7922985176,-1.0729165,0.87519705,-0.36618918,investment/finance,1065/978/1990/921/2985,1.5244248
377,Juan Roig,7922985176,-0.135326,0.95592815,1.4127549,retail,293/2003/1694/830/1380,0.59320146
378,Carl Bennet,7922985176,-0.69317514,0.6750834,0.10374254,investment/finance,719/757/369/976/1510,1.5244248
379,Todd Boehly,7922985176,-1.2170892,0.98060155,-0.34459072,finance,2457/498/414,1.5244248
380,Ken Langone,7837791787,-0.9665611,0.3797452,0.086630255,investment/finance,331/3221,1.5244248
381,David Geffen,7837791787,-1.1390489,0.73164165,-0.14907417,media/entertainment,207/294/1261,1.8096282
382,Kjell Inge Rokke,7837791787,-0.09615721,1.3855921,1.1132573,logistics/shipping/food/beverages,,0.7081293
383,Pedro Moreira Salles,7752598398,-0.7360623,-0.5150582,0.26176003,finance,342/807/806,1.5244248
384,Pang Kang,7752598398,1.0036447,0.6618886,-0.1595878,Soy sauce,1493/2683/2760/2729,1.0083212
385,Yitzhak Tshuva,7752598398,1.1187652,0.3964677,0.94217765,real estate,114/1111/1966,1.6829958
386,Nathan Blecharczyk,7752598398,-0.8665516,1.126402,-1.344276,hospitality/platform/ai/software,353/266/434/260/447,1.0904658
387,Bruce Kovner,7667405009,-1.0214999,0.5757557,-0.11555973,hedge funds/finance,3139/115/452/34/70/120,1.5244248
388,Tahir & family,7667405009,0.86414903,0.1466988,0.027914584,Diversified,3110/36/20,0.8902763
389,William Ackman,7667405009,-0.8335067,0.5663859,0.5659218,hedge funds/finance,703/630/138/1475,1.5244248
390,Chen Dongsheng,7667405009,0.93869406,1.0495751,-0.19983983,Insurance,579/3032/2618,2.050591
391,Elisabeth DeLuca & family,7667405009,-0.4864963,0.412011,0.01966738,restaurants/food,,1.4758897
392,John Morris,7667405009,-1.779069,1.1190193,-0.8940155,ai/software/retail,,1.2647958
393,Eric Wittouck,7667405009,0.15641513,0.8709565,0.489275,investment/finance,3021/406/1142/1420/49/2553,1.5244248
394,Jeff Greene,7667405009,-1.413882,0.44752488,-0.25627053,investment/finance/real estate,1087/369/1017/221,1.5244248
395,Leo KoGuan,7667405009,0.5264383,-0.12022136,-0.31430274,software/cloud,0/4/458,1.5939332
396,Pavel Tykac,7667405009,0.7254046,0.45644304,-0.20881684,mining/materials,137,0.8420775
397,Patrick Drahi,7667405009,-0.24492079,1.1339657,0.57514817,telecom,15/906/227,0.37299705
398,You Xiaoping & family,7582211620,1.1554728,0.8914151,-0.21355629,Polyurethanes,,1.4456345
399,Daniel Ek,7582211620,-0.48316386,1.9264519,0.7631439,music streaming/software,351,1.2647958
400,Ling Tang,7497018231,0.52252305,0.64232105,-0.7869223,advertising technology,158/693/1127/575/1471,0.8378646
401,David Shaw,7497018231,-0.6291524,0.85931253,0.3653341,hedge funds/finance,453/115/3/452/120,1.5244248
402,Wang Yusuo & family,7497018231,0.4497952,0.6892232,-0.24063197,energy/oil and gas,2216/2901,1.2296851
403,Odd Reitan & family,7497018231,0.10136975,0.6799042,0.13677254,ai/software/retail/real estate,1635/571/164,1.2647958
404,Marie Besnier Beauvalot,7497018231,0.1918252,0.51339173,0.5390137,Cheese,688/104/405,0.5371146
405,Jean-Michel Besnier,7497018231,0.19823854,0.72368985,0.3049171,Cheese,688/104/404,0.5371146
406,Frank Lowy,7411824842,0.555216,-0.6210021,-0.5428625,investment/finance,2855/3021/1142/1420/49/2553,1.5244248
407,Lin Li,7411824842,0.8742835,0.48181832,-0.12011132,investment/finance,406/655/1132/2553,1.5244248
408,Sri Prakash Lohia,7411824842,-1.7556458,1.0156157,0.8005495,energy/oil and gas,2445/586/196/739,1.2296851
409,Tamara Gustavson,7411824842,-1.7178974,0.9639904,0.7737814,Self storage,1540,0.61340636
410,Yuri Milner,7411824842,-0.45488057,0.7704349,-0.2539514,investment/finance,1495/3185,1.5244248
411,Lynsi Snyder,7411824842,-0.6947162,1.0142276,0.3431642,In-N-Out Burger,,1.9533064
412,Rajan Mittal,7326631453,1.0644654,0.44187734,0.33988097,telecom,758/227/413,0.37299705
413,Rakesh Mittal,7326631453,1.031693,0.47762728,0.39607805,telecom,758/227/412,0.37299705
414,Jean Salata,7326631453,1.1336392,0.60128367,-0.70910287,finance,3230/2075/3378/3086/2573,1.5244248
415,Tench Coxe,7326631453,-1.7101665,0.98453903,-0.5364407,investment/finance,266/6,1.5244248
416,Otto Toto Sugiri,7241438064,1.1172268,-0.34787297,-0.6438606,Data centers,285/1077/675/3088,1.5804305
417,Justin Sun,7241438064,1.093246,0.57092255,-0.8621789,cryptocurrency/fintech,345/249/22/54/55/1770/107,0.86932945
418,Denise York & family,7241438064,-0.9515422,0.8429619,0.5127169,San Francisco 49ers,1087,0.8607718
419,Michael Dorrell,7241438064,-0.5952396,0.950158,0.32340372,Investing,2778/1721/1626,0.42964417
