ID,Name,NetWorth,x,y,z,sector or company,industries,connections,Age,Source_or_company_extended,Philanthropy_Score,Self_Made_Score,Citizenship,Marital_Status,Children,connection_names_matched
1549,Jennifer Pritzker,2300221503,-1.0497506,1.465406,-0.24584162,Hotels  investments,investment/finance,523/1940/996/525/735/925,75,Hotels/ investments,,1,United States,Divorced,3,Karen Pritzker/Linda Pritzker/J.B. Pritzker/Thomas Pritzker/Jean (Gigi) Pritzker/Penny Pritzker
1550,M.Satyanarayana Reddy,2300221503,0.8725028,-0.014887914,-0.032109708,Pharmaceuticals,healthcare/pharmaceuticals,1128/94/337/455/253/139,69,Pharmaceuticals/ Self Made,,,India,Married,2,Dennis Bastas/Dilip Shanghvi/Murali Divi & family/Pankaj Patel/Sun Piaoyang/Zhong Huijuan
1551,Mortimer Zuckerman,2300221503,-0.8165546,1.2065775,0.11420752,Real estate  media,real estate/media/entertainment,67/13,88,Real estate/ media/ Self Made,4,8,United States,Divorced,2,Eduardo Saverin/Steve Ballmer
1552,George Joseph,2300221503,-1.0663205,0.7109895,-0.53624755,Insurance,Insurance,579/988/2443,104,Insurance/ Self Made,,,United States,Married,5,Patrick Ryan/Thomas Hagen & family/Gloria Joseph
1553,Jin Baofang,2300221503,0.6418644,0.5445806,-0.18013477,Solar panels,Solar panels,2505/3034/2617/2621,73,Solar panels/ Self Made,,,China,Married,2,D.V. Manjunatha/Farhad Ebrahimi/Hitesh Doshi/Pankaj Doshi
1554,Ranjan Pai,2300221503,1.7687082,0.49637127,-0.056895703,Education  healthcare,healthcare,169,53,Education/ healthcare,,,India,Married,2,Radhakishan Damani
1555,Farhad Moshiri,2300221503,-0.20802313,0.40202907,0.75329584,Diversified,Diversified,208/578/3379/20,71,Diversified/ Self Made,,,United Kingdom,Separated,2,Alisher Usmanov/Andrei Skoch & family/Ivan Streshinsky/Mukesh Ambani
1556,Fred Ehrsam,2300221503,-0.6417577,1.0209916,-0.42035276,cryptocurrency exchange,social media/cryptocurrency/fintech,345/16/2203/375,38,cryptocurrency exchange/ Self Made,,8,United States,,,Brian Armstrong/Changpeng Zhao/Marc Andreessen/Tobi Lutke
1557,Hal Jackman,2300221503,-0.8260101,1.071218,0.44522542,Insurance  investments,investment/finance,564/1636,93,Insurance/ investments/ Self Made,,,Canada,Married,5,Stephen Smith/V. Prem Watsa
1558,Ma Bin & family,2300221503,0.78092337,0.94016576,-0.22438613,manufacturing,manufacturing,312/1890/920/533/2015/302,55,manufacturing/ Self Made,,,China,Married,,Anthony Pratt/Fiona Geminder/Haryanto Tjiptodihardjo/Horst Julius Pudwill/Yeh Kuo-I/Zhou Chaonan
1559,Zhang Xingang,2300221503,-0.72340626,0.85346913,-0.7320914,Semiconductors,semiconductors/hardware,656/50/6/1577,,Semiconductors/ Self Made,,,United States,,,Chen Weiliang/Henry Samueli/Jensen Huang/Lisa Su
1560,Tran Dinh Long,2300221503,1.7488625,0.18778047,0.08320016,Steel,mining/materials,1183/1038/80/1403/56/371,65,Steel/ Self Made,,,Vietnam,Married,,Barry Zekelman/Fang Wei/Lakshmi Mittal/Rufino Vigil Gonzalez/Savitri Jindal & family/Viktor Rashnikov
1561,Selçuk Bayraktar,2300221503,-0.011490881,1.1795917,1.1924403,Military drones,Military drones,1730,46,Military drones,,,Turkey,Married,2,Haluk Bayraktar
1562,Gu Wei,2300221503,1.7879133,0.25824237,-1.1988443,Consumer electronics,Consumer electronics,,61,Consumer electronics/ Self Made,,,China,Married,2,
1563,Bidzina Ivanishvili & family,2300221503,0.34144163,0.68368024,0.6281669,Investments,investment/finance,3021/406/1142/1420/49/2553,70,Investments/ Self Made,,,Georgia,Married,4,Cheah Cheng Hye/Frank Lowy/James Packer/Richard Chandler/Stephen Schwarzman/Thaksin Shinawatra
1564,Wang Changtian,2300221503,1.3747289,1.3944253,-0.16536349,TV  movie production,media/entertainment,239/1650/2763/264/499,61,TV/ movie production/ Self Made,,,China,Married,,Li Ping/Liang Xinjun/Mu Rongjun/Qi Shi & family/Wang Xing
1565,Alex Beard,2300221503,-1.123433,0.7322246,0.5223353,Mining  commodities,mining/materials,950/791/1020/210/1423,58,Mining/ commodities/ Self Made,,,United Kingdom,Married,,Aristotelis Mistakidis/Bulat Utemuratov/Daniel Mate/Ivan Glasenberg/Tor Peterson
1566,Michael Hintze,2300221503,-1.052705,1.3503667,0.2692119,Investment,investment/finance,1655/1107/336/470/509/458,72,Investment/ Self Made,,,Australia,Married,4,Adebayo Ogunlesi/Ge Weidong/Michael Kim/Mike Cannon-Brookes/Scott Farquhar/Thai Lee
1567,Jeff Sutton,2300221503,-0.83342344,1.1319245,0.2875193,Real estate,real estate,114/1111/1966,66,Real estate/ Self Made,1,8,United States,Married,5,Harry Triguboff/Kwek Leng Beng/Manuel Villar
1568,Sara George Muthoot,2300221503,0.59108,0.11886117,0.10802674,Financial services,finance,746/1571/1569/1570,66,Financial services,,,India,Widowed,3,Andre Koo/George Alexander Muthoot/George Jacob Muthoot/George Thomas Muthoot
1569,George Jacob Muthoot,2300221503,0.5054944,0.07540639,-0.33899653,Financial services,finance,746/1571/1570/1568,73,Financial services,,,India,Married,2,Andre Koo/George Alexander Muthoot/George Thomas Muthoot/Sara George Muthoot
1570,George Thomas Muthoot,2300221503,0.5337904,0.11565985,0.2939117,Financial services,finance,746/1571/1569/1568,75,Financial services,,,India,Married,2,Andre Koo/George Alexander Muthoot/George Jacob Muthoot/Sara George Muthoot
1571,George Alexander Muthoot,2300221503,0.16215117,0.40603662,0.42739087,Financial services,finance,746/1569/1570/1568,70,Financial services,,,India,Married,2,Andre Koo/George Jacob Muthoot/George Thomas Muthoot/Sara George Muthoot
1572,Wee Ee Cheong,2300221503,0.7735213,0.21404873,-0.44131488,Banking,finance,2002/1712/3286/3287,73,Banking,,,Singapore,Married,,Wee Ee Chao/Wee Ee Lim/Wee Wei Chi/Wee Wei Ling
1573,Li Gaiteng,2300221503,0.8585202,0.44934994,-0.7075696,Hair dryers,ai/software,,54,Hair dryers/ Self Made,,,China,Married,,
1574,Reid Hoffman,2300221503,-0.8318373,0.432595,-0.21712315,LinkedIn,social media/software,0/5/87,58,LinkedIn/ Self Made,,8,United States,Married,,Elon Musk/Mark Zuckerberg/Peter Thiel
1575,Stephan Crétier,2300221503,1.824577,0.97791487,0.46337914,Private security,Private security,,62,Private security/ Self Made,,,Canada,Married,,
1576,Wu Lanlan & family,2300221503,1.0052805,0.46336314,-0.89025056,Packaging,Packaging,271/349/1199/272/273,52,Packaging/ Self Made,,,China,Married,2,Finn Rausing/Graeme Hart/Isabella Seràgnoli/Jorn Rausing/Kirsten Rausing
1577,Lisa Su,2300221503,-0.78876495,0.9281855,-0.52060825,Semiconductors,semiconductors/hardware,1406/1385/260,56,Semiconductors/ Self Made,,6,United States,,,Alberto Palatchi/Jerry Yang/Mark Stevens
1578,Fan Daidi,2300221503,1.470051,1.0915755,-0.64462394,Skincare,Skincare,2146,60,Skincare/ Self Made,,,China,Married,,Zhang Liguo
1579,Liang Guangwei,2300221503,1.3048042,0.48328793,-0.26370427,Conglomerate,Conglomerate,1452/2498,62,Conglomerate/ Self Made,,,China,,,Caroline Hagen Kjos/Yi Dasheng
1580,Xie Liangzhi & family,2300221503,1.7268405,0.83196205,-1.3111289,Biotech,healthcare/pharmaceuticals,1125/1859/3186/487/1883/1523,60,Biotech/ Self Made,,,China,Married,,Ben Lamm/David Dean Halbert/Maky Zanganeh/Seo Jung-jin/Yoon Dae-in/Zhao Yan
1581,Peter Leibinger,2300221503,2.1451788,0.31895724,-0.42074186,Machine tools,Machine tools,1583/1582,59,Machine tools,,,Germany,Married,4,Nicola Leibinger-Kammueller/Regine Leibinger
1582,Regine Leibinger,2300221503,0.1424327,1.5052569,1.4797748,Machine tools,Machine tools,1583/1581,63,Machine tools,,,Germany,Married,2,Nicola Leibinger-Kammueller/Peter Leibinger
1583,Nicola Leibinger-Kammueller,2300221503,-0.43286273,2.1225374,0.89171845,Manufacturing,Manufacturing,312/920/533/1581/1582/302,66,Manufacturing,,,Germany,Married,4,Anthony Pratt/Haryanto Tjiptodihardjo/Horst Julius Pudwill/Peter Leibinger/Regine Leibinger/Zhou Chaonan
1584,Alberto Bombassei,2300221503,0.54427665,1.9366003,0.9830491,Automotive brakes,automotive,,85,Automotive brakes,,,Italy,Married,2,
1585,Huijiao Yu,2300221503,0.8370474,0.6747223,-0.2821954,Package delivery,Package delivery,86/1132/174/2122,60,Package delivery/ Self Made,,,China,Married,,Jack Ma/Shi Yuzhu/Wang Wei/Zhang Xiaojuan
1586,Alexandra Daitch,2300221503,-1.2535676,1.4237318,0.5854325,Cargill,Cargill,671/751/344,63,Cargill,,1,United States,Married,1,Gwendolyn Sontheim Meyer/Marianne Liebmann/Pauline MacMillan Keinath
1587,Lucy Stitzer,2300221503,-1.1885326,1.6378298,0.16416237,Cargill,Cargill,671/751/344,66,Cargill,,2,United States,Married,3,Gwendolyn Sontheim Meyer/Marianne Liebmann/Pauline MacMillan Keinath
1588,Sarah MacMillan,2300221503,-1.1179745,1.2318299,-1.1821334,Cargill,Cargill,671/751/344,72,Cargill,,1,United States,Divorced,3,Gwendolyn Sontheim Meyer/Marianne Liebmann/Pauline MacMillan Keinath
1589,F.C. Tseng,2300221503,0.8563251,0.3542927,-1.068391,Semiconductors,semiconductors/hardware,1406/50/358,,Semiconductors/ Self Made,,,Taiwan,,,Alberto Palatchi/Henry Samueli/Morris Chang
1590,Anthony Hall,2300221503,0.45083624,-0.3245027,-0.31998608,Technology,Technology,1761/1026/573/1633,70,Technology/ Self Made,,,Australia,,,Anand Deshpande/Brian Venturo/Michael Intrator/Sam Hupert
1591,Yao Kuizhang,2300221503,1.401721,1.8573091,-0.21341878,Beverages,food/beverages,313/2966/486,61,Beverages/ Self Made,,,China,,,Lin Muqin & family/Nobutada Saji/Zong Fuli
1592,Toto Wolff,2300221503,-0.27913785,0.9029825,0.7777965,Sports,logistics/shipping/sports/entertainment,1068/135/274/731/1146,54,Sports/ Self Made,,,Austria,Married,3,David Blitzer/Eric Li/Ernesto Bertarelli/John Henry/Lawrence Stroll
1593,Stefan Olsson,2300221503,-0.5992802,0.570462,-0.21518221,Diversified,Diversified,1094/36/3046/20,77,Diversified,,,Sweden,Married,,Dan Olsson/Li Ka-shing/Madeleine Olsson Eriksson/Mukesh Ambani
1594,William Boyd & family,2300221503,-1.1118531,1.2528322,-0.37589255,Casinos  banking,finance/gambling/entertainment,,94,Casinos/ banking/ Self Made,,,United States,Divorced,3,
1595,Hans-Werner Hector,2300221503,-0.024425387,1.772731,1.0731938,SAP,software/enterprise software,251/2759/1323/3167,86,SAP/ Self Made,,,Germany,Married,,Hasso Plattner & family/Jared Smith/Ryan Smith/Scott Smith
1596,Leonard Schleifer,2300221503,-0.6581532,0.45572722,0.13979122,Pharmaceuticals,healthcare/pharmaceuticals,94/2475/139,73,Pharmaceuticals/ Self Made,1,8,United States,Married,3,Dilip Shanghvi/George Yancopoulos/Zhong Huijuan
1597,Timm Oberwelland,2300221503,0.5142277,1.2502913,0.7248006,Candy,Candy,1309/3076/1144/2334,56,Candy,,,Germany,Married,,Augusto Perfetti/Axel Oberwelland & family/Giorgio Perfetti/Maike Oberwelland-Height
1598,Ipek Kirac,2300221503,0.13755234,0.46850908,0.6673322,Diversified,Diversified,20/1663/1468,41,Diversified,,,Turkey,Single,,Mukesh Ambani/Mustafa Rahmi Koc/Semahat Sevim Arsel
1599,Martin Knauf,2300221503,0.045611978,0.81832975,1.2092272,building materials,building materials,2295/1791/1792/1790/2570,45,building materials,,,Germany,,,Alexander Knauf/Christiane Knauf/Christine Knauf/Karl Knauf/Robert Knauf & family
1600,Chin Jong Hwa,2215028114,0.21579403,0.50144243,0.40910605,Auto parts,Auto parts,1933/2104/1058/599/320,67,Auto parts/ Self Made,,,Taiwan,Married,2,Anurang Jain/Joseph 'Pitt' Reeves Hyde III/Nirmal Minda/Vivek Chaand Sehgal/Wu Jianshu
1601,Hong Feng,2215028114,0.33989343,0.6767088,-0.21854417,Smartphones,Smartphones,208/103/328,49,Smartphones/ Self Made,,,China,,,Alisher Usmanov/Lei Jun/Lin Bin
1602,Li Wanqiang,2215028114,0.6407925,0.4691204,-0.0027130544,Smartphones,Smartphones,208/1601/103/328,48,Smartphones/ Self Made,,,China,,,Alisher Usmanov/Hong Feng/Lei Jun/Lin Bin
1603,Leng Youbin,2215028114,0.9017865,0.46675855,-0.17717041,Infant formula,Infant formula,113/426/2377/2359/941,57,Infant formula/ Self Made,,,China,,,Dang Yanbao/Robin Li/Michael Minhong Yu/Yang Qiumei/Yang Steven Meng
1604,Jorge Perez,2215028114,-1.2168872,0.7086152,0.11485855,Real estate,real estate,1087/114/1111/1966,76,Real estate/ Self Made,3,8,United States,Married,4,Edward DeBartolo Jr/Harry Triguboff/Kwek Leng Beng/Manuel Villar
1605,Mario Germano Giuliani,2215028114,-0.12883624,0.6689812,0.49524295,Pharmaceuticals,healthcare/pharmaceuticals,94/2072/953/139,54,Pharmaceuticals,,,Switzerland,Married,,Dilip Shanghvi/Giammaria Giuliani/Pablo Legorreta/Zhong Huijuan
1606,Andrey Andreev,2215028114,-0.27556488,1.7631497,1.3023545,Online dating,Online dating,,52,Online dating/ Self Made,,,United Kingdom,Single,,
1607,Alfredo Egydio Arruda Villela Filho,2215028114,-0.43959486,-0.31407535,0.70321184,Banking,finance,1746/2440/2444,56,Banking,,,Brazil,Married,,Ana Lucia de Mattos Barretto Villela/Ricardo Villela Marino/Rodolfo Villela Marino
1608,Richard Hayne & family,2215028114,-1.1811572,0.89039236,0.9158871,Urban Outfitters,Urban Outfitters,3179/512,78,Urban Outfitters/ Self Made,,9,United States,Married,,Amit Burman/Roger Penske
1609,Jack Cowin,2215028114,0.29849648,-0.8334501,-0.627973,Fast food,food/beverages,636/129/1775/635/122,83,Fast food/ Self Made,,,Australia,Married,4,Andrew Cherng/Andrew Forrest & family/Brett Blundy/Peggy Cherng/Todd Graves
1610,Anna Angelicoussis & family,2215028114,-0.026071668,1.366267,1.284001,Shipping,logistics/shipping,59/48/1186/44,70,Shipping/ Self Made,,,Greece,Married,3,Idan Ofer/Klaus-Michael Kuehne/Panagiotis Tsakos & family/Rafaela Aponte-Diamant
1611,Arvind Poddar,2215028114,1.7860816,0.34422314,0.4071985,Tires,Tires,1611/2189/2467/2696,68,Tires,,,India,Married,2,Arvind Poddar/Hiroshi Ishibashi/Wang Xicheng & family/Yuan Zhongxue
1612,Sam Chong,2215028114,0.7269551,-1.02709,-0.7629912,Mining,mining/materials,129/971/1050/95/1118,83,Mining/ Self Made,,,Australia,Married,1,Andrew Forrest & family/Angela Bennett/Clive Palmer/Gina Rinehart/Patrice Motsepe
1613,Henry Swieca,2215028114,-0.94178385,0.63869405,-0.034394443,Hedge funds,hedge funds/finance,115/34/70/120,69,Hedge funds/ Self Made,,,United States,Married,4,David Tepper/Ken Griffin/Marilyn Simons & family/Steve Cohen
1614,Bernard Ecclestone & family,2215028114,-0.84133404,0.57348406,0.36148953,Formula One,Formula One,2830/294,95,Formula One/ Self Made,,,United Kingdom,Married,2,Gary Magness/John Malone
1615,Bertil Hult,2215028114,0.63247824,1.2066525,1.2420512,Education,Education,3295/2377/2127/1083/2988/1878,85,Education/ Self Made,,,Sweden,Married,4,Lu Zhongfang/Michael Minhong Yu/Peter Sperling/Sunny Varkey/Xu Wanmao/Zhang Bangxin
1616,Emad Al Muhaidib,2215028114,0.16476375,0.7912361,0.28933156,Diversified,Diversified,,,,,,,,,
1617,Daniel Rocher,2215028114,-0.47647762,0.79962957,1.323178,cosmetics,cosmetics,1618/2965/2480,72,cosmetics,,,France,Married,2,Bris Rocher/Suh Kyung-bae/Yoshiaki Yoshida
1618,Bris Rocher,2215028114,0.15737374,1.3844285,0.6893761,cosmetics,cosmetics,1617/2965/2480,47,cosmetics,,,France,,,Daniel Rocher/Suh Kyung-bae/Yoshiaki Yoshida
1619,Tang Yiu,2215028114,1.004429,0.4796608,-0.11781892,Fashion retail,ai/software/retail/luxury/fashion,168/2009/1342/31/1229,92,Fashion retail/ Self Made,,,Hong Kong,Married,2,Anders Holch Povlsen/Mustafa Kucuk/Qiu Guanghe & family/Tadashi Yanai & family/Zhou Jianping
1620,Jimmy John Liautaud,2215028114,-1.9760128,0.84493697,-0.0235444,Sandwich chain,ai/software,,62,Sandwich chain/ Self Made,,9,United States,Married,3,
1621,David Hoffmann,2215028114,-1.2962306,0.23231831,0.119194284,Executive search  investments,social media/investment/finance,252/1713,73,Executive search/ investments/ Self Made,,10,United States,Married,,David Steward/Jim Crane
1622,Atul Ruia,2215028114,1.1275208,0.74319565,0.5203461,Real estate,real estate,114/1111/1966,55,Real estate,,,India,Married,2,Harry Triguboff/Kwek Leng Beng/Manuel Villar
1623,Douglas Hsu,2215028114,0.3936494,0.58325326,-0.5221318,Diversified,Diversified,36/995/20,83,Diversified,,,Taiwan,Married,3,Li Ka-shing/Lin Chen-hai/Mukesh Ambani
1624,Leo Huang,2215028114,-0.05221024,0.8540261,1.4343148,Testing equipment,Testing equipment,1533/2507/1951,75,Testing equipment/ Self Made,,,Taiwan,Married,,Chen Wenyuan & family/Peng Qian/Warren Chen
1625,Richard Sands,2215028114,-0.7832006,0.11390646,0.1972951,Liquor,Liquor,3345/1459/695/3372,75,Liquor,1,4,United States,,,Abigail Bennett/Robert Sands/William Goldring & family/Zachary Stern
1626,Walter P.J. Droege,2215028114,0.35992667,0.6994858,0.8831186,Investing,Investing,2778/419/1721,73,Investing/ Self Made,,,Germany,Married,,Daniel Calugar/Michael Dorrell/Pierre van der Mersch & family
1627,Ni Zugen,2215028114,0.95041066,0.85089767,-0.025551856,Appliances,Appliances,2529/938/2184/2549,69,Appliances/ Self Made,,,China,Married,,Gabriella Meister/Liang Zhaoxian/Ralph Winterhalter/Ulrike Meister
1628,Tarek Mansour,2215028114,-0.9377482,1.9791458,1.059083,Prediction markets,Prediction markets,25/1185/1577/1629,30,Prediction markets/ Self Made,,,United States,Single,,Charles Koch & family/Hemant Taneja/Lisa Su/Luana Lopes Lara
1629,Luana Lopes Lara,2215028114,-1.2315121,1.9345794,0.17806134,Prediction markets,Prediction markets,25/1185/1577/1628,30,Prediction markets/ Self Made,,,Brazil,Single,,Charles Koch & family/Hemant Taneja/Lisa Su/Tarek Mansour
1630,Kuldip Singh Dhingra,2215028114,0.91565377,0.21113367,0.3347792,Paints,ai/software,1258/1631,78,Paints/ Self Made,,,India,Married,3,April Goh/Gurbachan Singh Dhingra
1631,Gurbachan Singh Dhingra,2215028114,0.6332731,0.6707162,0.44425663,Paints,ai/software,1258/1630,76,Paints/ Self Made,,,India,Married,3,April Goh/Kuldip Singh Dhingra
1632,William Foley II,2215028114,-0.5283172,0.29720885,-0.066038325,Financial services,finance,746/1763/2024,81,Financial services/ Self Made,,,United States,Married,,Andre Koo/Jannie Mouton & family/Michael Heine
1633,Sam Hupert,2215028114,0.17932284,-0.37898466,-0.45872328,Technology,Technology,1761/1590/1026/573,71,Technology/ Self Made,,,Australia,Married,3,Anand Deshpande/Anthony Hall/Brian Venturo/Michael Intrator
1634,Andreas Pohl,2215028114,0.3415117,1.6807874,0.7247813,Mutual funds,Mutual funds,1541/781,61,Mutual funds,,,Germany,Married,3,David Booth/Park Hyeon-joo
1635,Maren Otto,2215028114,0.24505752,0.6334924,0.23525499,Retail  real estate,ai/software/retail/real estate,572/1892/1676/571/164,84,Retail/ real estate,,,Germany,Widowed,,Alexander Otto/Benjamin Otto/Katharina Otto-Bernstein/Michael Otto/Nathan Kirsh
1636,V. Prem Watsa,2215028114,-1.2054734,0.6532148,0.5920722,Insurance  investments,investment/finance,1557,75,Insurance/ investments/ Self Made,,,Canada,Married,3,Hal Jackman
1637,Cheng Yixiao,2215028114,1.327265,0.99040055,-0.703776,Video streaming app,Video streaming app,1134/1242/1337,42,Video streaming app/ Self Made,,,China,,,Chan Tan Ching-fen/Neil Shen/Su Hua
1638,Jian Yao,2215028114,0.8944999,0.22176339,-0.62213457,Medical devices,healthcare/pharmaceuticals,341/329/860/576,,Medical devices,,,China,Divorced,,Carl Cook/Li Xiting/Reinhold Schmieding/Xu Hang
1639,Bent Jensen & Family,2215028114,1.9210463,0.76199883,-0.5240564,electric systems,electric systems,,74,electric systems,,,Denmark,,,
1640,Katharina Andresen,2215028114,0.1469039,0.9887109,0.1990841,Investments,investment/finance,3021/406/1142/1420/49/2553,30,Investments,,,Norway,Single,,Cheah Cheng Hye/Frank Lowy/James Packer/Richard Chandler/Stephen Schwarzman/Thaksin Shinawatra
1641,Jiang Yintai & family,2215028114,0.35666505,0.37047789,-0.48909307,Auto parts,Auto parts,1600/2104/1058/198/599/320,75,Auto parts/ Self Made,,,China,Married,,Chin Jong Hwa/Joseph 'Pitt' Reeves Hyde III/Nirmal Minda/Shahid Khan/Vivek Chaand Sehgal/Wu Jianshu
1642,Abdullah bin Sulaiman Al Rajhi,2215028114,0.54666895,0.18500389,0.6775958,Banking,finance,959/1274,68,Banking,,,Saudi Arabia,,,Abdulla bin Ahmad Al Ghurair & family/Michiel Le Roux
1643,Stephan Schmidheiny,2215028114,0.07728621,0.8153167,0.5392106,Investments,investment/finance,406/1142/1420/2553/308,78,Investments,,,Switzerland,Married,2,Frank Lowy/James Packer/Richard Chandler/Thaksin Shinawatra/Thomas Schmidheiny
1644,Jay Hennick,2215028114,-1.3615824,0.65845996,-0.12378207,Real estate finance,finance/real estate,1183/1486,69,Real estate finance/ Self Made,,,Canada,Married,3,Barry Zekelman/Mitchell Goldhar
1645,William Young,2215028114,-1.3012656,0.9917865,-0.018602446,Plastics,Plastics,1365/2900,85,Plastics/ Self Made,1,8,United States,Married,4,Frank Blase/Yuan Zhimin & family
1646,Wu Yiling,2215028114,0.8033823,0.32270643,-0.09420554,Pharmaceuticals,healthcare/pharmaceuticals,1128/94/337/455/253/139,76,Pharmaceuticals/ Self Made,,,China,Married,2,Dennis Bastas/Dilip Shanghvi/Murali Divi & family/Pankaj Patel/Sun Piaoyang/Zhong Huijuan
1647,Bruce Karsh,2215028114,-1.6257551,1.1916034,-0.40721717,Private equity,investment/finance,1912/565/336/335,70,Private equity/ Self Made,3,8,United States,Married,3,Howard Marks/Joe Lewis/Michael Kim/Robert F. Smith
1648,Sam Goi,2215028114,2.1314065,0.50194716,-0.53140837,Frozen foods,food/beverages,2477/1944/3054/1686/1860,79,Frozen foods/ Self Made,,,Singapore,Married,3,Andrew Tan/Koh Wee Meng/Lim Wee Chai/Oei Hong Leong/Ron Sim
1649,Gao Xingjiang,2215028114,0.8294963,0.5972687,-1.3833865,Steel,mining/materials,,,,,,,,,
1650,Liang Xinjun,2215028114,0.9849965,0.059872188,-0.04026653,Investments,investment/finance,406/1819/1142/1420/2553,57,Investments/ Self Made,,,Singapore,Married,1,Frank Lowy/Guo Guangchang/James Packer/Richard Chandler/Thaksin Shinawatra
1651,Louise Lindh,2215028114,-0.08798802,0.69403875,0.7923487,Investments,investment/finance,378/369/1510,46,Investments,,,Sweden,Married,,Carl Bennet/Fredrik Lundberg/Katarina Martinson
1652,Robert G. Miller,2215028114,-1.0194056,1.6001374,0.60492563,Electronics components,Electronics components,1806/1648/177/170/720,80,Electronics components/ Self Made,,,Canada,Divorced,2,Chen Qixing/Sam Goi/Wang Laichun/Wang Laisheng/Zhang Wanzhen
1653,Kathy Britton,2215028114,-0.62543654,0.38926712,-0.2985607,Homebuilding,Homebuilding,1963/2236/639/1874/1870,56,Homebuilding,,,United States,Married,3,Bruce Toll/Itzhak Ezratti & family/Peter Gilgan/Reagan Horton/Ryan Horton
1654,Henry Sy Jr,2215028114,0.5958679,0.115814276,-0.5515289,Diversified,Diversified,2653/2846/2712/2915,72,Diversified,,,Philippines,Married,2,Hans Sy/Harley Sy/Herbert Sy/Teresita Sy-Coson
1655,Adebayo Ogunlesi,2215028114,-1.6924691,1.186692,0.027705193,Private Equity,investment/finance,2880/336/2213/335/2212/890,72,Private Equity/ Self Made,,,United States,Married,2,Larry Fink/Michael Kim/Michael Patterson/Robert F. Smith/Scot French/Scott Kapnick
1656,Roy Carroll II,2215028114,-1.1288105,0.73233116,0.5351616,Real estate,real estate,114/1111/1966,63,Real estate/ Self Made,,,United States,Married,3,Harry Triguboff/Kwek Leng Beng/Manuel Villar
1657,Wang Jianfeng & family,2215028114,0.4810733,0.2115569,-0.46204877,Auto parts,Auto parts,1600/2104/1058/198/599/320,,Auto parts/ Self Made,,,China,,,Chin Jong Hwa/Joseph 'Pitt' Reeves Hyde III/Nirmal Minda/Shahid Khan/Vivek Chaand Sehgal/Wu Jianshu
1658,Kie Chie Wong,2215028114,0.1587558,-0.33159888,-0.9880476,Investments,investment/finance,129/406/2553,78,Investments,,,Malaysia,Married,2,Andrew Forrest & family/Frank Lowy/Thaksin Shinawatra
1659,Alexander Svetakov,2215028114,0.92404526,1.1277164,0.3499476,Real estate,real estate,114/1111/1966,58,Real estate/ Self Made,,,Russia,Married,5,Harry Triguboff/Kwek Leng Beng/Manuel Villar
1660,Brian Hill,2129834725,-0.5000192,0.74559677,-0.6624683,Fashion retailer,ai/software/retail/luxury/fashion,564/1515,65,Fashion retailer/ Self Made,,,Canada,Married,2,Stephen Smith/Bernard Lewis & family
1661,David Golub,2129834725,-1.6431245,1.0648949,0.57720983,Private equity,investment/finance,303/336/334/1655/1830/1327/335/2874,64,Private equity/ Self Made,,7,United States,,,Josh Harris/Michael Kim/Tom Gores/Adebayo Ogunlesi/David Grain/Lawrence Golub/Robert F. Smith/Stefan Kaluzny
1662,Alexandra Andresen,2129834725,0.34094784,0.69969875,0.66994345,Investments,investment/finance,3021/406/1142/1420/49/2553,29,Investments,,,Norway,Single,,Cheah Cheng Hye/Frank Lowy/James Packer/Richard Chandler/Stephen Schwarzman/Thaksin Shinawatra
1663,Mustafa Rahmi Koc,2129834725,0.055428445,0.594952,0.5871119,Diversified,Diversified,1598/20/1468,95,Diversified,,,Turkey,Divorced,3,Ipek Kirac/Mukesh Ambani/Semahat Sevim Arsel
1664,Devi Shetty,2129834725,1.2773572,-0.13168687,0.20383775,Healthcare,healthcare,2053/1214/1238,73,Healthcare/ Self Made,,,India,Married,4,John Abele & family/Kiran Mazumdar-Shaw/Prathap Reddy
1665,Inder Jaisinghani,2129834725,0.95211786,-0.0017278492,0.29365975,Cables & wires,cables & wires,1733/2048/1665/1724,73,cables & wires/ Self Made,,,India,,,Ajay Jaisinghani/Girdhari Jaisinghani/Inder Jaisinghani/Ramesh Jaisinghani
1666,Roger Wang,2129834725,0.5316193,0.2763095,-0.33066085,Retail,ai/software/retail,636/635/872,77,Retail/ Self Made,,8,United States,Married,2,Andrew Cherng/Peggy Cherng/Takao Yasuda
1667,John Elkann,2129834725,0.15180081,0.90571034,1.4574925,FIAT  investments,investment/finance,,50,FIAT/ investments,,,Italy,,,
1668,Tong Yongsheng & family,2129834725,0.8188266,0.38718724,-0.62528193,electrical equipment,electrical equipment,1196/1240/897/1415/1915,61,electrical equipment/ Self Made,,,China,Married,,Park Dong-suk/Vinod Rai Gupta/Wang Yanqing/Zhu Xingming/Zheng Jianjiang & family
1669,Dmitry Mazepin,2129834725,0.44382983,0.5951756,0.546929,Chemicals,Chemicals,1319/123/1881/2735/1212,58,Chemicals/ Self Made,,,Russia,Divorced,4,Arun Bharat Ram/Chen Jianhua/Lee Dong-chae/Soegiarto Adikoesoemo/Vivek Jain
1670,Chi Yufeng,2129834725,1.3681061,1.4260105,-0.11176032,Software,software/cloud,470/2847/1015/509/2851,55,Software,,,China,,,Mike Cannon-Brookes/Mike Speiser/Richard White/Scott Farquhar/Tope Awotona
